Gene,Pathogenic,Likely pathogenic,VUS,Likely benign,Benign,GTR_tests,Disease,B_cell,HAP1,Known_complex,ComplexName,GFP_tagged,GFP_score,meltPoint,Stable,Secreted
CCDC90B,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,58.35662256,yes,No
CCDC91,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,51.88793047,yes,No
CCDC92,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,50.51748453,yes,No
CCDC93,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,50.18261453,yes,No
CCNB2,0,0,0,1,3,1,NA,non-essential,non-essential,No,NA,No,NA,50.5094272,yes,No
CCNE2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,50.52760139,yes,No
CCPG1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,53.97903287,yes,No
CCR6,0,0,0,1,2,1,NA,non-essential,non-essential,No,NA,No,NA,59.86434177,yes,No
CCZ1,0,0,0,0,2,0,NA,non-essential,non-essential,No,NA,No,NA,52.23216827,yes,No
CD226,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,61.32842119,yes,No
CD244,0,0,1,0,2,4,Rheumatoid arthritis,non-essential,non-essential,No,NA,No,NA,61.70184623,yes,No
CD247,3,1,15,9,6,39,Immunodeficiency due to defect in cd3-zeta,non-essential,non-essential,No,NA,No,NA,59.85680098,yes,No
CD300LF,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,56.5459253,yes,No
CD302,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,58.90165081,yes,No
CD320,0,0,13,8,13,40,Methylmalonic aciduria due to transcobalamin receptor defect,non-essential,non-essential,No,NA,No,NA,63.73060669,yes,No
CD3D,4,0,31,11,3,54,Immunodeficiency 19,non-essential,non-essential,No,NA,No,NA,54.49399993,yes,No
CD3E,3,2,36,13,7,52,Immunodeficiency 18,non-essential,non-essential,No,NA,No,NA,51.69232787,yes,No
CD3G,2,0,36,3,5,33,Immunodeficiency 17,non-essential,non-essential,No,NA,No,NA,52.63167244,yes,No
CD5,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,59.66246166,yes,No
CD7,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,56.85178691,yes,No
CD79A,4,0,24,11,0,53,"Agammaglobulinemia 3, autosomal recessive",non-essential,non-essential,No,NA,No,NA,54.51344528,yes,No
CD93,0,0,0,0,4,3,NA,non-essential,non-essential,No,NA,No,NA,56.67225813,yes,No
CD96,1,0,35,39,10,35,C syndrome,non-essential,non-essential,No,NA,No,NA,56.39181015,yes,No
CDADC1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,59.16056359,yes,No
CDC2L6,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,50.36529804,yes,No
CDC42BPG,0,0,0,0,4,1,NA,non-essential,non-essential,No,NA,No,NA,49.42872994,yes,No
CDC42EP2,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,51.49437089,yes,No
CDCA2,0,0,0,0,4,1,NA,non-essential,non-essential,No,NA,No,NA,49.84620408,yes,No
CDH4,0,1,2,3,8,3,NA,non-essential,non-essential,No,NA,No,NA,55.86096953,yes,No
CDK3,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,54.0110926,yes,No
CDKN1C,17,2,160,101,6,141,Beckwith-Wiedemann syndrome,non-essential,non-essential,No,NA,No,NA,50.6839317,yes,No
CDKN2AIPNL,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,61.48027094,yes,No
CDKN2C,0,1,1,0,0,17,NA,non-essential,non-essential,No,NA,No,NA,57.5261191,yes,No
CDON,3,2,116,61,91,46,Holoprosencephaly 11,non-essential,non-essential,No,NA,No,NA,55.72241991,yes,No
CDR2L,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,52.08961472,yes,No
CDV3,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,65.85109541,yes,No
CDYL,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,49.84784948,yes,No
CEBPA,3,1,164,76,10,96,Acute myeloid leukemia,non-essential,non-essential,No,NA,No,NA,52.64691729,yes,No
CEBPE,1,0,23,10,4,16,Specific granule deficiency 1,non-essential,non-essential,No,NA,No,NA,53.79469949,yes,No
CEBPZOS,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,50.22727847,yes,No
CELSR1,2,2,9,10,40,5,NA,non-essential,non-essential,No,NA,No,NA,55.25746796,yes,No
CELSR2,0,2,7,32,26,4,NA,non-essential,non-essential,No,NA,No,NA,56.72116713,yes,No
CENPV,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,54.50007003,yes,No
CEP120,6,3,24,9,8,52,JOUBERT SYNDROME 31,non-essential,non-essential,No,NA,No,NA,50.44860886,yes,No
CEP76,0,1,2,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,56.65246445,yes,No
CEPT1,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,53.44370823,yes,No
CERCAM,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,53.3914825,yes,No
CERS2,0,0,1,0,3,4,NA,non-essential,non-essential,No,NA,No,NA,52.62743509,yes,No
CERS6,0,0,0,1,2,2,NA,non-essential,non-essential,No,NA,No,NA,52.84524454,yes,No
CETN3,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,49.6869549,yes,No
CGGBP1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,52.10463784,yes,No
CGN,0,0,0,3,5,1,NA,non-essential,non-essential,No,NA,No,NA,56.104957,yes,No
CGNL1,0,0,1,3,3,1,NA,non-essential,non-essential,No,NA,No,NA,50.44223891,yes,No
CHAC2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,52.91223414,yes,No
CHCHD10,2,1,28,16,9,66,"Myopathy, isolated mitochondrial, autosomal dominant",non-essential,non-essential,No,NA,No,NA,55.12455469,yes,No
CHCHD8,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,54.59569854,yes,No
CHD2,49,26,178,263,72,88,"Epileptic encephalopathy, childhood-onset",non-essential,non-essential,No,NA,No,NA,50.5645939,yes,No
CHKA,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,58.91782072,yes,No
CHKB,7,4,72,32,17,72,Megaconial type congenital muscular dystrophy,non-essential,non-essential,No,NA,No,NA,56.47678202,yes,No
CHML,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,52.59016588,yes,No
CHPF,0,0,0,0,2,2,NA,non-essential,non-essential,No,NA,No,NA,52.45255422,yes,No
CHPT1,0,0,0,0,2,2,NA,non-essential,non-essential,No,NA,No,NA,50.07162063,yes,No
CHST13,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,50.23249665,yes,No
CHST3,14,1,160,33,27,46,Spondyloepiphyseal dysplasia with congenital joint dislocations,non-essential,non-essential,No,NA,No,NA,55.08828249,yes,No
CHURC1-FNTB,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,52.76942449,yes,No
CIR,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,56.46797556,yes,No
CISD1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,56.82398809,yes,No
CISD3,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,52.34559689,yes,No
CLCN3,0,1,2,0,0,2,NA,non-essential,non-essential,No,NA,No,NA,55.61277581,yes,No
CLCN4,10,8,49,42,27,55,"Mental retardation 49, X-linked",non-essential,non-essential,No,NA,No,NA,53.18418716,yes,No
CLCN5,30,5,78,12,35,81,"Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis",non-essential,non-essential,No,NA,No,NA,52.44073936,yes,No
CLCN6,0,0,0,7,3,3,NA,non-essential,non-essential,No,NA,No,NA,50.94193508,yes,No
CLCN7,11,4,116,37,41,79,Autosomal dominant osteopetrosis 2,non-essential,non-essential,No,NA,No,NA,52.3057458,yes,No
CLDN6,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,63.23237724,yes,No
CLEC12A,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,56.83957614,yes,No
CLEC16A,0,0,0,3,3,1,NA,non-essential,non-essential,No,NA,No,NA,62.8796867,yes,No
CLEC2A,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,56.83802421,yes,No
CLEC5A,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,57.29720996,yes,No
CLGN,0,3,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,54.54679577,yes,No
CLINT1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,52.45948553,yes,No
CLIP1,1,0,14,16,5,8,NA,non-essential,non-essential,No,NA,No,NA,57.36687619,yes,No
CLMN,0,0,0,5,11,1,NA,non-essential,non-essential,No,NA,No,NA,52.83754893,yes,No
CLN8,7,25,97,49,8,165,Neuronal ceroid lipofuscinosis 8,non-essential,non-essential,No,NA,No,NA,63.71898186,yes,No
CLPTM1L,0,0,3,0,0,3,NA,non-essential,non-essential,No,NA,No,NA,52.5137232,yes,No
CMAS,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,50.02622429,yes,No
CMC1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,58.18371663,yes,No
CMPK2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,51.04454519,yes,No
CMSS1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,49.96810383,yes,No
CMTM4,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,62.03362042,yes,No
CMTM6,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,63.03668006,yes,No
CNBD2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,57.68844221,yes,No
CNNM1,0,0,1,1,0,4,NA,non-essential,non-essential,No,NA,No,NA,55.16087047,yes,No
CNNM2,3,1,35,23,31,43,"Hypomagnesemia, seizures, and mental retardation 1",non-essential,non-essential,No,NA,No,NA,52.19522775,yes,No
CNNM4,10,3,78,11,11,55,Jalili syndrome,non-essential,non-essential,No,NA,No,NA,52.00458278,yes,No
CNO,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,54.29064964,yes,No
CNOT4,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,55.81930195,yes,No
CNOT6L,0,0,0,1,0,1,NA,non-essential,non-essential,No,NA,No,NA,54.26042544,yes,No
CNPY2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,57.5987691,yes,No
CNPY3,2,1,1,0,0,11,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 60",non-essential,non-essential,No,NA,No,NA,63.82148528,yes,No
CNR2,0,0,0,1,2,2,NA,non-essential,non-essential,No,NA,No,NA,57.46733379,yes,No
CNRIP1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,53.25303869,yes,No
CNTNAP1,12,2,7,27,11,26,Charcot-Marie-Tooth disease,non-essential,non-essential,No,NA,No,NA,53.8508623,yes,No
CNTNAP2,13,6,520,174,74,124,Autism 15,non-essential,non-essential,No,NA,No,NA,62.82036833,yes,No
COMMD1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,54.19671966,yes,No
COMMD4,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,51.22067302,yes,No
COMMD5,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,53.69655477,yes,No
COMMD6,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,53.37442215,yes,No
COMMD7,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,55.92524746,yes,No
COMTD1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,53.31859268,yes,No
COPG,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,51.17546664,yes,No
COPG2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,51.3513009,yes,No
COPZ2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,54.26710796,yes,No
COQ9,1,0,34,27,9,84,"Coenzyme Q10 deficiency, primary, 5",non-essential,non-essential,No,NA,No,NA,51.60675078,yes,No
COX16,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,58.60618627,yes,No
COX18,0,0,0,1,0,3,NA,non-essential,non-essential,No,NA,No,NA,59.55984126,yes,No
COX19,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,56.71468485,yes,No
COX2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,63.73113422,yes,No
COX3,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,56.42798999,yes,No
COX6C,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,62.75639166,yes,No
COX7A2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,60.39183872,yes,No
CPEB4,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,49.8994,yes,No
CPLX2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,62.92890735,yes,No
CPOX,10,3,49,14,39,61,Hereditary coproporphyria,non-essential,non-essential,No,NA,No,NA,59.10359594,yes,No
CPS1,18,34,163,84,44,101,"Congenital hyperammonemia, type I",non-essential,non-essential,No,NA,No,NA,52.19711261,yes,No
CPSF7,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,52.56957113,yes,No
CROT,0,0,0,1,1,3,NA,non-essential,non-essential,No,NA,No,NA,50.68712917,yes,No
CRTC1,0,0,0,4,2,3,NA,non-essential,non-essential,No,NA,No,NA,53.5615124,yes,No
CRYBB1,3,1,27,3,1,36,"Cataract, congenital nuclear, autosomal recessive 3",non-essential,non-essential,No,NA,No,NA,56.374982,yes,No
CSAD,0,0,0,0,3,2,NA,non-essential,non-essential,No,NA,No,NA,54.22844711,yes,No
CSGALNACT2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,52.99390695,yes,No
CSGLCA-T,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,52.30397394,yes,No
CSNK1G3,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,52.39670164,yes,No
CTA-221G9 4,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,53.1275665,yes,No
CTNNA2,3,0,0,3,6,8,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 9",non-essential,non-essential,No,NA,No,NA,63.68263412,yes,No
CTPS,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,53.34692188,yes,No
CTSL3,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,55.1676256,yes,No
CUEDC1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,50.67360486,yes,No
CUGBP2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,50.92690328,yes,No
CUX1,0,2,5,10,8,22,GLOBAL DEVELOPMENTAL DELAY WITH OR WITHOUT IMPAIRED INTELLECTUAL DEVELOPMENT,non-essential,non-essential,No,NA,No,NA,51.76617945,yes,No
CXORF15,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,53.33780884,yes,No
CXORF26,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,51.85926006,yes,No
CXorf38,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,50.83085215,yes,No
CXORF38,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,51.20110652,yes,No
CXORF40A,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,55.75976417,yes,No
CYB5A,1,2,1,2,0,17,Hereditary methemoglobinemia,non-essential,non-essential,No,NA,No,NA,64.09984767,yes,No
CYB5B,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,62.75074093,yes,No
CYBASC3,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,65.69887082,yes,No
CYC1,2,0,3,11,3,31,"Mitochondrial complex III deficiency, nuclear type 6",non-essential,non-essential,No,NA,No,NA,59.53063139,yes,No
CYP20A1,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,56.37536514,yes,No
CYP27A1,35,26,138,34,6,149,Cholestanol storage disease,non-essential,non-essential,No,NA,No,NA,52.37348595,yes,No
CYP2C9,1,0,9,3,2,69,Piroxicam response,non-essential,non-essential,No,NA,No,NA,54.28525211,yes,No
CYP2U1,6,3,25,19,5,50,"Spastic paraplegia 56, autosomal recessive",non-essential,non-essential,No,NA,No,NA,60.84430811,yes,No
CYP4F2,0,0,3,1,4,8,NA,non-essential,non-essential,No,NA,No,NA,54.11565242,yes,No
CYP4F3,0,0,1,3,5,1,NA,non-essential,non-essential,No,NA,No,NA,54.0458874,yes,No
CYP4V2,28,4,118,13,18,51,Bietti crystalline corneoretinal dystrophy,non-essential,non-essential,No,NA,No,NA,56.404911,yes,No
CYP4Z1,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,57.15025194,yes,No
CYTB,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,61.26137394,yes,No
CYTH3,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,50.92159714,yes,No
CYTSB,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,51.34637453,yes,No
D2HGDH,8,2,110,36,19,64,D-2-hydroxyglutaric aciduria 1,non-essential,non-essential,No,NA,No,NA,56.93688375,yes,No
DAGLA,0,0,1,3,4,1,NA,non-essential,non-essential,No,NA,No,NA,52.31267091,yes,No
DAGLB,0,0,0,2,8,1,NA,non-essential,non-essential,No,NA,No,NA,54.01054485,yes,No
DAPK2,0,0,0,2,5,1,NA,non-essential,non-essential,No,NA,No,NA,50.26064069,yes,No
DAZAP1,0,0,1,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,55.47042521,yes,No
DBNDD1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,65.4200963,yes,No
DBT,12,13,148,40,33,101,Maple syrup urine disease,non-essential,non-essential,No,NA,No,NA,52.35146259,yes,No
DCAF10,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,53.62917683,yes,No
DCAF11,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,54.7424365,yes,No
DCAF15,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,53.35214261,yes,No
DCAF6,0,1,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,56.26946587,yes,No
DCAF8,1,0,5,4,2,12,"Giant axonal neuropathy 2, autosomal dominant",non-essential,non-essential,No,NA,No,NA,53.73822907,yes,No
DCBLD1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,55.2362077,yes,No
DCK,0,0,0,1,0,4,Gemcitabine response,non-essential,non-essential,No,NA,No,NA,53.73700466,yes,No
DCLK1,0,0,0,0,2,1,NA,non-essential,non-essential,No,NA,No,NA,57.46583869,yes,No
DCLK2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,51.0707246,yes,No
DCTD,0,0,0,0,1,2,NA,non-essential,non-essential,No,NA,No,NA,62.71247561,yes,No
DDA1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,50.83968229,yes,No
DDO,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,57.19560264,yes,No
DDRGK1,1,0,0,0,3,2,"Spondyloepimetaphyseal dysplasia, Shohat type",non-essential,non-essential,No,NA,No,NA,57.30100907,yes,No
DDX60L,0,0,1,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,50.72682327,yes,No
DECR1,0,0,1,3,2,11,NA,non-essential,non-essential,No,NA,No,NA,57.42532939,yes,No
DEGS1,1,5,4,0,3,7,"LEUKODYSTROPHY, HYPOMYELINATING, 18",non-essential,non-essential,No,NA,No,NA,59.73520477,yes,No
DEM1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,52.83739409,yes,No
DENND2C,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,51.29574736,yes,No
DENND4B,0,1,1,0,0,2,NA,non-essential,non-essential,No,NA,No,NA,52.91208093,yes,No
DEPDC5,47,20,271,121,27,64,"Epilepsy, familial focal, with variable foci 1",non-essential,non-essential,No,NA,No,NA,51.4512931,yes,No
DFFB,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,53.6718278,yes,No
DGAT1,2,6,1,2,6,17,Diarrhea 7,non-essential,non-essential,No,NA,No,NA,55.51805335,yes,No
DGKE,9,5,2,4,5,95,"Mesangiocapillary glomerulonephritis, type II",non-essential,non-essential,No,NA,No,NA,52.18106842,yes,No
DGKZ,0,0,3,4,8,1,NA,non-essential,non-essential,No,NA,No,NA,49.80608189,yes,No
DHODH,5,1,49,19,15,48,Miller syndrome,non-essential,non-essential,No,NA,No,NA,59.75304196,yes,No
DHRS4,0,0,0,2,2,3,NA,non-essential,non-essential,No,NA,No,NA,55.27123906,yes,No
DHRS7B,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,50.33241322,yes,No
DHRS9,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,51.86878204,yes,No
DHX29,0,0,2,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,52.73283378,yes,No
DHX40,0,0,0,0,1,2,NA,non-essential,non-essential,No,NA,No,NA,48.65506208,yes,No
DHX57,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,52.93757831,yes,No
DIMT1L,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,53.0524854,yes,No
DIP2A,0,0,2,4,5,2,NA,non-essential,non-essential,No,NA,No,NA,52.060026,yes,No
DIP2C,0,0,2,7,21,2,NA,non-essential,non-essential,No,NA,No,NA,52.32771993,yes,No
DIS3L2,6,3,468,174,21,57,Perlman syndrome,non-essential,non-essential,No,NA,No,NA,50.29961605,yes,No
DJ-1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,61.61127988,yes,No
DKFZP686O24166,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,54.99192333,yes,No
DLG2,0,0,0,3,6,5,NA,non-essential,non-essential,No,NA,No,NA,58.13180784,yes,No
DLGAP4,0,0,0,6,3,2,NA,non-essential,non-essential,No,NA,No,NA,60.10324489,yes,No
DMGDH,0,2,5,32,12,20,Dimethylglycine dehydrogenase deficiency,non-essential,non-essential,No,NA,No,NA,49.30045846,yes,No
DMRT1,0,1,0,4,5,16,NA,non-essential,non-essential,No,NA,No,NA,50.86080902,yes,No
DMWD,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,50.21715353,yes,No
DMXL1,0,0,0,9,17,3,NA,non-essential,non-essential,No,NA,No,NA,50.39872391,yes,No
DNAJB14,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,50.5465158,yes,No
DNAJC1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,52.81954604,yes,No
DNAJC16,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,51.26456501,yes,No
DNAJC21,7,0,5,11,9,23,Shwachman-Diamond syndrome 1,non-essential,non-essential,No,NA,No,NA,50.97245001,yes,No
DNAJC5,1,0,119,92,18,96,Neuronal ceroid lipofuscinosis 4B,non-essential,non-essential,No,NA,No,NA,66.03875454,yes,No
DNAJC6,6,0,15,16,8,35,"Parkinson disease 19a, juvenile-onset",non-essential,non-essential,No,NA,No,NA,50.31748451,yes,No
DNAL1,2,0,98,34,9,70,Primary ciliary dyskinesia,non-essential,non-essential,No,NA,No,NA,52.27508877,yes,No
DOCK9,0,0,0,4,5,2,NA,non-essential,non-essential,No,NA,No,NA,49.73440734,yes,No
DOLPP1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,56.93947473,yes,No
DOPEY1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,51.24851327,yes,No
DPH6,0,0,0,0,1,1,NA,non-essential,non-essential,No,NA,No,NA,50.36113361,yes,No
DPH7,0,0,1,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,59.0766937,yes,No
DPP8,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,55.67248826,yes,No
DPP9,0,0,0,1,6,1,NA,non-essential,non-essential,No,NA,No,NA,51.83009979,yes,No
DPY19L1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,52.2020633,yes,No
DPY19L3,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,52.46372585,yes,No
DPY19L4,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,57.57536359,yes,No
DQX1,0,0,1,0,0,1,NA,non-essential,non-essential,No,NA,No,NA,52.95698468,yes,No
DSCR3,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,50.41768607,yes,No
DSE,2,0,19,45,11,41,"Ehlers-Danlos syndrome, musculocontractural type 2",non-essential,non-essential,No,NA,No,NA,52.75317976,yes,No
DSG1,7,5,1,12,22,21,"Erythroderma, congenital, with palmoplantar keratoderma, hypotrichosis, and hyper-ige",non-essential,non-essential,No,NA,No,NA,52.16163217,yes,No
DSTYK,1,0,13,9,8,27,"Congenital anomalies of kidney and urinary tract 1, susceptibility to",non-essential,non-essential,No,NA,No,NA,50.55370252,yes,No
DTD1,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,63.61481518,yes,No
DTWD2,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,51.38428388,yes,No
DULLARD,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,52.0836246,yes,No
DUS4L,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,56.03897949,yes,No
DXO,NA,NA,NA,NA,NA,NA,NA,non-essential,non-essential,No,NA,No,NA,51.31742971,yes,No
DYM,9,5,43,11,5,61,Smith-McCort dysplasia 1,non-essential,non-essential,No,NA,No,NA,51.25921361,yes,No
