Unnamed: 0,GeneSymbol,#AlleleID,GeneID,HGNC_ID,PhenotypeIDS,PhenotypeList,Origin,OriginSimple,Assembly,ChromosomeAccession,Chromosome,Cytogenetic,TestedInGTR,SCVsForAggregateSomaticClinicalImpact,Entry,Protein names,Gene Names,Length,Ensembl,Subcellular location [CC],Synonyms,secreted,cytoplasmic,nuclear,class,Benign,Benign; association,Conflicting classifications of pathogenicity,Conflicting classifications of pathogenicity; association,Likely benign,Likely benign; association,Likely pathogenic,Likely pathogenic; Affects,Likely pathogenic; association,Pathogenic,Pathogenic/Likely pathogenic; association,Uncertain significance,Uncertain significance; Affects,Mislocalized,Mislocalization phenotype,is_Toxic_Gene,Disease,B_cell,T_cell,HAP1,Known_complex,ComplexName,GFP_tagged,GFP_score,meltPoint,Stable,Secreted,tagged_terminus,Main location,Additional location,location_feasible
684,CLIC5,490902,53405,HGNC:13517,MedGen:C3661900|MedGen:CN169374,not provided|not specified,germline,germline,GRCh38,NC_000006.12,6,6p21.1,N,-,Q9NZA1,Chloride intracellular channel protein 5 (Glutaredoxin-like oxidoreductase CLIC5) (EC 1.8.-.-),CLIC5,410.0,ENST00000185206.12 [Q9NZA1-1];ENST00000339561.12 [Q9NZA1-2];ENST00000544153.3 [Q9NZA1-3];,"SUBCELLULAR LOCATION: [Isoform 1]: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:10793131, ECO:0000269|PubMed:15184393}. Cytoplasm, cell cortex {ECO:0000269|PubMed:15184393}. Membrane {ECO:0000269|PubMed:15184393, ECO:0000305|PubMed:18028448}; Single-pass membrane protein {ECO:0000305}. Apical cell membrane {ECO:0000269|PubMed:20335315}; Single-pass membrane protein {ECO:0000305}. Cytoplasm {ECO:0000250|UniProtKB:O00299}. Mitochondrion {ECO:0000250|UniProtKB:Q9EPT8}. Cell projection, stereocilium {ECO:0000269|PubMed:24285636}. Note=Associates with the cortical actin cytoskeleton (PubMed:10793131, PubMed:15184393). Localizes to the apical region of cochlear hair cells, at the base of the actin-rich hair bundle (By similarity). Colocalizes with podocalyxin at the apical cell membrane in renal glomeruli (PubMed:20335315). May localize to the centrosome in lens epithelial cells (By similarity). Exists both as soluble cytoplasmic protein and as membrane protein with probably a single transmembrane domain (By similarity). {ECO:0000250|UniProtKB:O00299, ECO:0000250|UniProtKB:Q8BXK9, ECO:0000250|UniProtKB:Q9EPT8, ECO:0000269|PubMed:10793131, ECO:0000269|PubMed:15184393, ECO:0000269|PubMed:20335315}.; SUBCELLULAR LOCATION: [Isoform 2]: Golgi apparatus {ECO:0000269|PubMed:12163479}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:12163479}. Note=Colocalizes with AKAP9 at the Golgi apparatus as well as, to a lesser extent, the centrosome. {ECO:0000269|PubMed:12163479}.",,no,yes,no,cytoplasmic,6,0,7,0,8,0,0,0,0,0,0,38,0,,,False,"Deafness, autosomal recessive 103",non-essential,Non-essential,non-essential,No,,No,,50.18765033,yes,Yes,,Plasma membrane,Nuclear speckles,True
685,CLMP,724273,79827,HGNC:24039,MedGen:C3661900,not provided,germline,germline,GRCh38,NC_000011.10,11,11q24.1,N,-,Q9H6B4,CXADR-like membrane protein (Adipocyte adhesion molecule) (Coxsackie- and adenovirus receptor-like membrane protein) (CAR-like membrane protein),CLMP ACAM ASAM UNQ318/PRO363,373.0,ENST00000448775.4;,"SUBCELLULAR LOCATION: Cell junction, tight junction {ECO:0000269|PubMed:14573622, ECO:0000269|PubMed:22155368}. Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.",ACAM ASAM UNQ318/PRO363,no,yes,no,cytoplasmic,1,0,0,0,0,0,0,0,0,0,0,26,0,,,False,Intestinal pseudo-obstruction,non-essential,Non-essential,non-essential,No,,No,,,,No,,,,False
686,CLN3,18595,1201,HGNC:2074,"MedGen:C4017059|MONDO:MONDO:0008767,MedGen:C0751383,OMIM:204200,Orphanet:228346||MONDO:MONDO:0016295,MedGen:C0027877,OMIM:PS256730,Orphanet:216,Orphanet:79263|Human Phenotype Ontology:HP:0000556,Human Phenotype Ontology:HP:0007736,Human Phenotype Ontology:HP:0007910,Human Phenotype Ontology:HP:0007974,Human Phenotype Ontology:HP:0007982,MONDO:MONDO:0019118,MeSH:D058499,MedGen:C0854723,Orphanet:71862|MeSH:D030342,MedGen:C0950123|MedGen:C3661900","Ceroid lipofuscinosis, neuronal, 3, protracted|Neuronal ceroid lipofuscinosis 3|early onset and severe retinal dystrophy|Neuronal ceroid lipofuscinosis|Retinal dystrophy|Inborn genetic diseases|not provided",germline;inherited;unknown,germline,GRCh38,NC_000016.10,16,16p12.1,N,-,Q13286,Battenin (Batten disease protein) (Protein CLN3),CLN3 BTS,438.0,ENST00000333496.14 [Q13286-7];ENST00000355477.10 [Q13286-2];ENST00000357806.11 [Q13286-6];ENST00000359984.12 [Q13286-1];ENST00000360019.8 [Q13286-7];ENST00000565316.6 [Q13286-3];ENST00000569030.5 [Q13286-5];ENST00000569430.7 [Q13286-1];ENST00000636147.2 [Q13286-1];,"SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000269|PubMed:10332042, ECO:0000269|PubMed:14644441, ECO:0000269|PubMed:15471887, ECO:0000269|PubMed:15598649, ECO:0000269|PubMed:17286803, ECO:0000269|PubMed:17897319, ECO:0000269|PubMed:23840424}; Multi-pass membrane protein {ECO:0000269|PubMed:17286803, ECO:0000269|PubMed:17897319, ECO:0000269|PubMed:9949212}. Late endosome {ECO:0000269|PubMed:10332042, ECO:0000269|PubMed:15471887, ECO:0000269|PubMed:17286803, ECO:0000269|PubMed:23840424}. Lysosome {ECO:0000269|PubMed:10332042, ECO:0000269|PubMed:10924275, ECO:0000269|PubMed:14699076, ECO:0000269|PubMed:19941651, ECO:0000269|PubMed:9949212}. Golgi apparatus {ECO:0000269|PubMed:10332042, ECO:0000269|PubMed:15240864, ECO:0000269|PubMed:23840424}. Golgi apparatus membrane {ECO:0000269|PubMed:9949212}. Golgi apparatus, Golgi stack {ECO:0000269|PubMed:15240864}. Golgi apparatus, trans-Golgi network {ECO:0000269|PubMed:10332042, ECO:0000269|PubMed:15240864}. Cell membrane {ECO:0000269|PubMed:14644441, ECO:0000269|PubMed:15240864}. Recycling endosome {ECO:0000269|PubMed:15240864}. Membrane raft {ECO:0000269|PubMed:15240864, ECO:0000269|PubMed:23840424}. Membrane, caveola {ECO:0000269|PubMed:23840424}. Early endosome membrane {ECO:0000269|PubMed:23840424}. Synapse, synaptosome {ECO:0000250|UniProtKB:Q61124}. Late endosome membrane {ECO:0000250|UniProtKB:Q61124}. Cytoplasmic vesicle, autophagosome {ECO:0000250|UniProtKB:Q61124}. Note=CLN3 is not present in late endosomes/lysosomes in fibroblasts and neurons (PubMed:15240864). Trafficks from cell membrane to Golgi via endosomes (PubMed:15240864). Osmotic stress changes the subcellular localization of CLN3 (PubMed:23840424). Trafficks to intracellular compartments via the plasma membranet through AP3M1-dependent mechanisms (PubMed:14644441). Excluded from the synaptic vesicles (By similarity). {ECO:0000250|UniProtKB:Q61124, ECO:0000269|PubMed:14644441, ECO:0000269|PubMed:15240864, ECO:0000269|PubMed:23840424}.",BTS,no,yes,no,cytoplasmic,0,0,12,0,3,0,14,0,0,3,0,275,0,,,False,Juvenile neuronal ceroid lipofuscinosis,non-essential,Non-essential,non-essential,No,,Yes,5.29,64.37354003,yes,No,,,,False
687,CLN5,17605,1203,HGNC:2076,"MONDO:MONDO:0009745,MedGen:C1850442,OMIM:256731,Orphanet:168491,Orphanet:228360|MONDO:MONDO:0016295,MedGen:C0027877,OMIM:PS256730,Orphanet:216,Orphanet:79263|MedGen:CN169374",Neuronal ceroid lipofuscinosis 5|Neuronal ceroid lipofuscinosis|not specified,germline;unknown,germline,GRCh38,NC_000013.11,13,13q22.3,N,-,O75503,"Bis(monoacylglycero)phosphate synthase CLN5 (BMP synthase CLN5) (EC 2.3.1.-) (Ceroid-lipofuscinosis neuronal protein 5) (Protein CLN5) (Palmitoyl protein thioesterase CLN5) (EC 3.1.2.22) (S-depalmitoylase CLN5) [Cleaved into: Bis(monoacylglycero)phosphate synthase CLN5, secreted form]",CLN5 BMPS,358.0,ENST00000377453.9;ENST00000636183.2;,"SUBCELLULAR LOCATION: [Bis(monoacylglycero)phosphate synthase CLN5, secreted form]: Lysosome {ECO:0000269|PubMed:11971870, ECO:0000269|PubMed:20052765, ECO:0000269|PubMed:22431521, ECO:0000269|PubMed:24038957, ECO:0000269|PubMed:24058541, ECO:0000269|PubMed:28442266, ECO:0000269|PubMed:37708259}.; SUBCELLULAR LOCATION: [Bis(monoacylglycero)phosphate synthase CLN5]: Membrane {ECO:0000269|PubMed:24038957, ECO:0000269|PubMed:28442266}; Single-pass type II membrane protein {ECO:0000269|PubMed:24038957, ECO:0000269|PubMed:28442266}. Note=An amphipathic anchor region facilitates its association with the membrane. {ECO:0000269|PubMed:24038957}.",BMPS,yes,yes,no,secreted,0,0,18,0,3,0,9,0,0,1,0,180,0,,,False,Neuronal ceroid lipofuscinosis,non-essential,Non-essential,non-essential,No,,No,,56.92662429,yes,Yes,,,,False
688,CLN6,19118,54982,HGNC:2077,"MONDO:MONDO:0011144,MedGen:C5551375,OMIM:601780,Orphanet:168491,Orphanet:228363|MONDO:MONDO:0016295,MedGen:C0027877,OMIM:PS256730,Orphanet:216,Orphanet:79263|MONDO:MONDO:0011144,MedGen:C5551375,OMIM:601780,Orphanet:168491,Orphanet:228363;MONDO:MONDO:0008768,MedGen:C5561927,OMIM:204300|MedGen:C3661900","Ceroid lipofuscinosis, neuronal, 6A|Neuronal ceroid lipofuscinosis|Ceroid lipofuscinosis, neuronal, 6A;Ceroid lipofuscinosis, neuronal, 6B (Kufs type)|not provided",germline;unknown,germline,GRCh38,NC_000015.10,15,15q23,N,-,Q9NWW5,Ceroid-lipofuscinosis neuronal protein 6 (Protein CLN6),CLN6,311.0,ENST00000249806.11 [Q9NWW5-1];ENST00000538696.5 [Q9NWW5-2];,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:15265688}; Multi-pass membrane protein {ECO:0000269|PubMed:15265688}. Endoplasmic reticulum {ECO:0000269|PubMed:19941651}.,,no,yes,no,cytoplasmic,0,0,33,0,5,0,16,0,0,4,0,184,0,,,False,Neuronal ceroid lipofuscinosis 6,non-essential,Non-essential,non-essential,No,,Yes,3.92,56.09479706,yes,No,,Endoplasmic reticulum,Nucleoli;Vesicles,True
689,CLN8,17841,2055,HGNC:2079,"MONDO:MONDO:0012391,MedGen:C1864923,OMIM:610003,Orphanet:1947|MONDO:MONDO:0010830,MedGen:C1838570,OMIM:600143,Orphanet:168491,Orphanet:228354,Orphanet:79264|MONDO:MONDO:0016295,MedGen:C0027877,OMIM:PS256730,Orphanet:216,Orphanet:79263|MONDO:MONDO:0012391,MedGen:C1864923,OMIM:610003,Orphanet:1947;MONDO:MONDO:0010830,MedGen:C1838570,OMIM:600143,Orphanet:168491,Orphanet:228354,Orphanet:79264",Neuronal ceroid lipofuscinosis 8 northern epilepsy variant|Neuronal ceroid lipofuscinosis 8|Neuronal ceroid lipofuscinosis|Neuronal ceroid lipofuscinosis 8 northern epilepsy variant;Neuronal ceroid lipofuscinosis 8,germline;unknown,germline,GRCh38,NC_000008.11,8,8p23.3,N,-,Q9UBY8,Protein CLN8,CLN8 C8orf61,286.0,ENST00000331222.6;ENST00000519254.2;ENST00000619400.2;ENST00000635751.1;ENST00000635970.1;ENST00000637083.1;ENST00000637156.1;,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:10861296}; Multi-pass membrane protein {ECO:0000269|PubMed:10861296}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000269|PubMed:10861296}; Multi-pass membrane protein {ECO:0000269|PubMed:10861296}. Endoplasmic reticulum {ECO:0000269|PubMed:19941651}.,C8orf61,no,yes,no,cytoplasmic,2,0,20,0,2,0,14,0,0,4,0,208,0,,,False,Neuronal ceroid lipofuscinosis 8,non-essential,Non-essential,non-essential,No,,No,,63.71898186,yes,No,,,,False
690,CLP1,153655,10978,HGNC:16999,"MONDO:MONDO:0014349,MedGen:C5190575,OMIM:615803,Orphanet:411493|MedGen:C3661900",Pontocerebellar hypoplasia type 10|not provided,germline;inherited;unknown,germline,GRCh38,NC_000011.10,11,11q12.1,N,-,Q92989,Polyribonucleotide 5'-hydroxyl-kinase Clp1 (EC 2.7.1.78) (Polyadenylation factor Clp1) (Polynucleotide kinase Clp1) (Pre-mRNA cleavage complex II protein Clp1),CLP1 HEAB,425.0,ENST00000302731.4 [Q92989-2];ENST00000525602.1 [Q92989-1];ENST00000533682.2 [Q92989-1];ENST00000681650.1 [Q92989-1];,"SUBCELLULAR LOCATION: Nucleus {ECO:0000255|HAMAP-Rule:MF_03035, ECO:0000269|PubMed:11060040, ECO:0000269|PubMed:24766810}.",HEAB,no,no,yes,SGE,0,0,1,0,3,0,1,0,0,0,0,58,0,,,False,"Pontocerebellar hypoplasia, type 10",Essential,Non-essential,Essential,Yes,"RNA endonuclease (SEN2deltaEx8, SEN54, CLP1)",No,,46.16429102,no,Yes,,Nucleoplasm,Cytosol,True
692,CLPP,361641,8192,HGNC:2084,MedGen:C3661900,not provided,germline,germline,GRCh38,NC_000019.10,19,19p13.3,N,-,Q16740,"ATP-dependent Clp protease proteolytic subunit, mitochondrial (EC 3.4.21.92) (Caseinolytic mitochondrial matrix peptidase proteolytic subunit) (Endopeptidase Clp)",CLPP,277.0,ENST00000245816.11;,"SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:10525407, ECO:0000269|PubMed:22354088}.",,no,yes,no,cytoplasmic,0,0,4,0,0,0,6,0,0,0,0,56,0,,,False,Perrault syndrome,non-essential,Non-essential,non-essential,Yes,"ClpP complex, heptameric",No,,58.77963857,yes,No,,Mitochondria,,False
694,CLRN1,19432,7401,HGNC:12605,"MONDO:MONDO:0016485,MedGen:C1568248,Orphanet:231183|MedGen:C3661900",Usher syndrome type 3|not provided,germline,germline,GRCh38,NC_000003.12,3,3q25.1,N,-,P58418,Clarin-1 (Usher syndrome type-3 protein),CLRN1 USH3A,232.0,ENST00000295911.6 [P58418-1];ENST00000327047.6 [P58418-3];ENST00000328863.8 [P58418-4];,SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21310491}; Multi-pass membrane protein {ECO:0000255}.,USH3A,no,yes,no,cytoplasmic,0,0,6,0,0,0,12,0,0,4,0,98,0,1.0,Vesicles>ER,False,"Usher syndrome, type 3A",non-essential,Non-essential,non-essential,No,,No,,,,No,,Centrosome,Basal body;Vesicles,True
696,CLUAP1,226069,23059,HGNC:19009,"MONDO:MONDO:0018998,MeSH:D057130,MedGen:C0339527,OMIM:PS204000,Orphanet:65|MONDO:MONDO:0010854,MedGen:C1838329,OMIM:600268,Orphanet:3339",Leber congenital amaurosis|Toriello-Lacassie-Droste syndrome,biparental;germline,germline,GRCh38,NC_000016.10,16,16p13.3,N,-,Q96AJ1,Clusterin-associated protein 1 (Qilin),CLUAP1 KIAA0643,413.0,ENST00000572600.5 [Q96AJ1-2];ENST00000576634.6 [Q96AJ1-1];,"SUBCELLULAR LOCATION: Cell projection, cilium {ECO:0000269|PubMed:15530380}. Nucleus {ECO:0000269|PubMed:15480429}.",KIAA0643,no,yes,yes,cytoplasmic,5,0,3,0,3,0,0,0,0,1,0,213,0,,,False,,non-essential,Non-essential,non-essential,No,,Yes,2.81,,,No,,Nucleoplasm;Primary cilium,Actin filaments;Vesicles,True
697,CNBP,1309572,7555,HGNC:13164,MedGen:C3661900,not provided,germline,germline,GRCh38,NC_000003.12,3,3q21.3,N,-,P62633,CCHC-type zinc finger nucleic acid binding protein (Cellular nucleic acid-binding protein) (CNBP) (Zinc finger protein 9),CNBP RNF163 ZNF9,177.0,ENST00000422453.7 [P62633-1];ENST00000441626.6 [P62633-6];ENST00000446936.6 [P62633-5];ENST00000451728.6 [P62633-4];ENST00000500450.6 [P62633-7];ENST00000502976.5 [P62633-2];ENST00000504813.5 [P62633-3];,SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P53996}. Cytoplasm {ECO:0000269|PubMed:28329689}. Endoplasmic reticulum {ECO:0000250|UniProtKB:P53996}.; SUBCELLULAR LOCATION: [Isoform 1]: Cytoplasm {ECO:0000269|PubMed:28329689}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000269|PubMed:28329689}.; SUBCELLULAR LOCATION: [Isoform 4]: Cytoplasm {ECO:0000269|PubMed:28329689}.; SUBCELLULAR LOCATION: [Isoform 5]: Cytoplasm {ECO:0000269|PubMed:28329689}.; SUBCELLULAR LOCATION: [Isoform 6]: Cytoplasm {ECO:0000269|PubMed:28329689}.; SUBCELLULAR LOCATION: [Isoform 8]: Cytoplasm {ECO:0000269|PubMed:28329689}.,RNF163 ZNF9,no,yes,yes,cytoplasmic,0,0,0,0,0,0,0,0,0,0,0,9,0,,,False,Myotonic dystrophy type 2,non-essential,Non-essential,non-essential,No,,No,,,,No,N,Nucleoplasm,Cytosol,True
706,CNOT2,1038181,4848,HGNC:7878,"MedGen:C3661900|MeSH:D030342,MedGen:C0950123",not provided|Inborn genetic diseases,germline;unknown,germline,GRCh38,NC_000012.12,12,12q15,N,-,Q9NZN8,CCR4-NOT transcription complex subunit 2 (CCR4-associated factor 2),CNOT2 CDC36 NOT2 HSPC131 MSTP046,540.0,ENST00000229195.8 [Q9NZN8-1];ENST00000418359.7 [Q9NZN8-1];ENST00000551043.5 [Q9NZN8-1];ENST00000551483.5 [Q9NZN8-3];,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21299754}. Nucleus {ECO:0000305|PubMed:21299754}.,CDC36 NOT2 HSPC131 MSTP046,no,yes,yes,SGE,0,0,0,0,3,0,0,0,0,0,0,36,0,,,False,"INTELLECTUAL DEVELOPMENTAL DISORDER WITH NASAL SPEECH, DYSMORPHIC FACIES, AND VARIABLE SKELETAL ANOMALIES",non-essential,Non-essential,Essential,No,,Yes,4.55,48.8229808,no,No,,Nucleoplasm,Cytosol,True
712,COA6,364957,388753,HGNC:18025,"MedGen:CN169374|MONDO:MONDO:0014668,MedGen:C4225304,OMIM:616501,Orphanet:1561|MedGen:C3661900","not specified|Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 4|not provided",germline,germline,GRCh38,NC_000001.11,1,1q42.2,N,-,Q5JTJ3,Cytochrome c oxidase assembly factor 6 homolog,COA6 C1orf31,125.0,ENST00000366612.1 [Q5JTJ3-3];ENST00000366613.1 [Q5JTJ3-1];ENST00000366615.10 [Q5JTJ3-2];ENST00000619305.1 [Q5JTJ3-3];,"SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000269|PubMed:25339201, ECO:0000269|PubMed:25959673}.",C1orf31,no,yes,no,cytoplasmic,2,0,0,0,0,0,0,0,0,0,0,9,0,,,False,"Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency 4",non-essential,Non-essential,non-essential,No,,No,,,,No,,Mitochondria,Nucleoplasm,True
713,COA7,719012,65260,HGNC:25716,MedGen:C3661900|,not provided|COA7-related disorder,germline,germline,GRCh38,NC_000001.11,1,1p32.3,N,-,Q96BR5,Cytochrome c oxidase assembly factor 7 (Beta-lactamase hcp-like protein) (Respiratory chain assembly factor 1) (Sel1 repeat-containing protein 1),COA7 C1orf163 RESA1 SELRC1,231.0,ENST00000371538.5;,"SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000269|PubMed:24333015, ECO:0000269|PubMed:30885959}. Note=The import in the mitochondrion intermembrane space is mediated by CHCHD4/MIA40. {ECO:0000269|PubMed:30885959}.",C1orf163 RESA1 SELRC1,no,yes,no,cytoplasmic,1,0,0,0,1,0,1,0,0,0,0,25,0,,,False,"Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 3",Essential,Non-essential,non-essential,No,,No,,51.17787123,yes,No,,Mitochondria;Nucleoplasm,,False
714,COA8,237179,84334,HGNC:20492,MedGen:C3661900,not provided,germline,germline,GRCh38,NC_000014.9,14,14q32.33,N,-,Q96IL0,"Cytochrome c oxidase assembly factor 8 (COA8) (Apoptogenic protein 1, mitochondrial) (APOP-1)",COA8 APOP1 APOPT1 C14orf153,206.0,ENST00000674165.1 [Q96IL0-1];,"SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:25175347, ECO:0000269|PubMed:30552096}; Peripheral membrane protein {ECO:0000305|PubMed:30552096}; Matrix side {ECO:0000269|PubMed:30552096}.",APOP1 APOPT1 C14orf153,no,yes,no,cytoplasmic,5,0,1,0,2,0,1,0,0,0,0,51,0,,,False,Hereditary hearing loss and deafness,non-essential,Non-essential,non-essential,No,,No,,,,No,,,,False
715,COASY,106534,80347,HGNC:29932,"MONDO:MONDO:0014290,MedGen:C4517377,OMIM:615643,Orphanet:397725|MedGen:C3661900|MONDO:MONDO:0018307,MedGen:C2931845,OMIM:PS234200,Orphanet:385",Neurodegeneration with brain iron accumulation 6|not provided|Neurodegeneration with brain iron accumulation,germline;maternal,germline,GRCh38,NC_000017.11,17,17q21.2,N,-,Q13057,Bifunctional coenzyme A synthase (CoA synthase) (NBP) (POV-2) [Includes: Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT); Dephospho-CoA kinase (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase) (DPCOAK)],COASY PSEC0106,564.0,ENST00000393818.3 [Q13057-1];ENST00000421097.6 [Q13057-1];ENST00000590958.5 [Q13057-2];,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:24360804}. Mitochondrion matrix {ECO:0000269|PubMed:24360804}. Note=The protein is mainly present in the mitochondrial matrix, probably anchored to the inner mitochondrial membrane, but is also present in cell lysate. {ECO:0000269|PubMed:24360804}.",PSEC0106,no,yes,no,SGE,2,0,5,0,3,0,1,0,0,1,0,152,0,,,False,Neurodegeneration with brain iron accumulation 6,non-essential,Non-essential,Essential,No,,Yes,4.47,49.20445569,no,Yes,,Mitochondria,Connecting piece,False
716,COCH,21648,1690,HGNC:2180,"MONDO:MONDO:0011058,MedGen:C1832425,OMIM:601369,Orphanet:90635|MedGen:C3661900",Autosomal dominant nonsyndromic hearing loss 9|not provided,germline,germline,GRCh38,NC_000014.9,14,14q12,N,-,O43405,Cochlin (COCH-5B2),COCH COCH5B2 UNQ257/PRO294,550.0,ENST00000396618.9 [O43405-1];ENST00000475087.5 [O43405-2];ENST00000643575.1 [O43405-1];ENST00000644874.2 [O43405-1];,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:12843317, ECO:0000269|PubMed:22610276}.",COCH5B2 UNQ257/PRO294,yes,no,no,secreted,3,0,11,0,3,0,7,0,0,6,0,108,0,,,False,Autosomal dominant non-syndromic sensorineural deafness type DFNA,non-essential,Non-essential,non-essential,No,,Yes,3.54,54.03870946,yes,Yes,,Vesicles,,False
753,COLEC11,39927,78989,HGNC:17213,"MONDO:MONDO:0009927,MedGen:C0796279,OMIM:265050,Orphanet:293843,Orphanet:2998|MedGen:C3661900",3MC syndrome 2|not provided,germline,germline,GRCh38,NC_000002.12,2,2p25.3,N,-,Q9BWP8,Collectin-11 (Collectin kidney protein 1) (CL-K1),COLEC11 UNQ596/PRO1182,271.0,ENST00000236693.11 [Q9BWP8-9];ENST00000349077.9 [Q9BWP8-1];ENST00000382062.6 [Q9BWP8-3];ENST00000402794.4 [Q9BWP8-6];ENST00000402922.2 [Q9BWP8-7];ENST00000403096.7 [Q9BWP8-4];ENST00000404205.5 [Q9BWP8-8];ENST00000418971.6 [Q9BWP8-10];,SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:25912189}.,UNQ596/PRO1182,yes,no,no,secreted,1,0,0,0,6,0,0,0,0,1,0,34,0,,,False,3MC syndrome 2,non-essential,Non-essential,non-essential,No,,Yes,2.76,,,Yes,,,,False
755,COLQ,21693,8292,HGNC:2226,"MONDO:MONDO:0011281,MedGen:C1864233,OMIM:603034,Orphanet:590|MONDO:MONDO:0018940,MeSH:D020294,MedGen:C0751882,OMIM:PS601462,Orphanet:590||MedGen:C0751885,Orphanet:590",Congenital myasthenic syndrome 5|Congenital myasthenic syndrome|COLQ-related disorder|Slow-Channel Congenital Myasthenia Syndrome,germline;unknown,germline,GRCh38,NC_000003.12,3,3p25.1,N,-,Q9Y215,Acetylcholinesterase collagenic tail peptide (AChE Q subunit) (Acetylcholinesterase-associated collagen),COLQ,455.0,ENST00000383781.8 [Q9Y215-2];ENST00000383786.9 [Q9Y215-3];ENST00000383788.10 [Q9Y215-1];ENST00000681097.1 [Q9Y215-7];,SUBCELLULAR LOCATION: Synapse.,,no,no,no,other,3,0,7,0,2,0,11,0,0,3,0,167,0,1.0,Vesicles>ER,False,Endplate acetylcholinesterase deficiency,non-essential,Non-essential,non-essential,No,,No,,,,Yes,,Plasma membrane,Cell Junctions,False
757,COMT,32630,1312,HGNC:2228,"MedGen:CN078023|MedGen:C3661900|MedGen:CN169374||Human Phenotype Ontology:HP:0100753,MONDO:MONDO:0005090,MeSH:D012559,MedGen:C0036341,OMIM:181500",Tramadol response|not provided|not specified|CATECHOL-O-METHYLTRANSFERASE POLYMORPHISM|Schizophrenia,germline;somatic,germline/somatic,GRCh38,NC_000022.11,22,22q11.21,Y,-,P21964,Catechol O-methyltransferase (EC 2.1.1.6),COMT,271.0,ENST00000361682.11 [P21964-1];ENST00000403710.5 [P21964-1];ENST00000406520.7 [P21964-1];ENST00000407537.5 [P21964-1];ENST00000449653.5 [P21964-2];ENST00000676678.1 [P21964-1];ENST00000678255.1 [P21964-1];ENST00000678868.1 [P21964-1];,SUBCELLULAR LOCATION: [Isoform Soluble]: Cytoplasm {ECO:0000269|PubMed:11559542}.; SUBCELLULAR LOCATION: [Isoform Membrane-bound]: Cell membrane {ECO:0000269|PubMed:21846718}; Single-pass type II membrane protein {ECO:0000269|PubMed:21846718}; Extracellular side {ECO:0000269|PubMed:21846718}.,,no,yes,no,cytoplasmic,2,0,0,0,1,0,0,0,0,0,0,9,0,0.0,,False,Schizophrenia,non-essential,Non-essential,non-essential,No,,Yes,2.72,51.8783438,yes,Yes,,Vesicles,Endoplasmic reticulum,True
